additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor,property_type,transaction_type
1,6,3,2,535,1,4,4,444,North,1 out of 5,Bhekrai Nagar,Old,1,Park,Leasehold,2023-08-30,80250,150,Fuller-Humphrey,No,Ready to Move,10,Row House,Sale
1,7,1,2,898,0,1,1,866,North,1 out of 5,Kondhwa,New,1,Garden,Freehold,2022-05-16,101474,113,Welch PLC,No,Under Construction,4,Row House,Sale
1,4,2,1,631,3,3,3,547,North,1 out of 5,Kondhwa,New,3,Main Road,Freehold,2023-06-16,83923,133,Fry LLC,Yes,Under Construction,10,Villa,Sale
0,4,5,0,830,1,2,2,771,West,5 out of 12,Kondhwa,New,1,Main Road,Leasehold,2024-03-24,59760,72,Wilson Group,No,Ready to Move,4,Apartment,Sale
0,1,1,2,936,2,4,4,854,West,Ground,Kharadi,New,2,Park,Freehold,2020-09-23,128232,137,Clark and Sons,Yes,Ready to Move,9,Villa,Sale
0,5,1,1,742,2,1,1,693,East,Ground,Kharadi,New,3,Main Road,Freehold,2020-01-07,64554,87,"Smith, Garrett and Kennedy",Yes,Ready to Move,9,Row House,Sale
0,4,1,1,1138,0,4,4,1047,South,2 out of 10,Bhekrai Nagar,New,3,Park,Freehold,2020-12-05,87626,77,"Nichols, Perez and Houston",Yes,Under Construction,1,Row House,Rent
1,3,3,2,1121,3,1,1,1045,South,5 out of 12,Alandi,New,2,Park,Freehold,2023-08-14,160303,143,"Burgess, Callahan and Howard",Yes,Under Construction,11,Apartment,Rent
2,3,2,2,1124,1,2,2,1060,South,1 out of 5,Hadapsar,New,2,Garden,Freehold,2024-12-28,97788,87,Bentley Inc,Yes,Under Construction,9,Villa,Sale
2,4,5,1,723,3,2,2,691,South,Ground,NIBM,New,1,Park,Leasehold,2023-02-21,104835,145,"Clark, Hull and Hines",No,Under Construction,1,Row House,Rent
2,5,3,0,620,3,1,1,554,South,1 out of 5,Hadapsar,Old,2,Main Road,Freehold,2023-06-19,65100,105,Stafford-Vaughn,No,Ready to Move,8,Villa,Sale
1,2,1,2,654,3,1,1,629,West,Ground,Viman Nagar,Old,2,Park,Leasehold,2022-05-30,52320,80,"Coleman, Daniels and Campbell",Yes,Ready to Move,5,Apartment,Sale
2,4,5,0,1086,0,2,2,1031,South,Ground,Bhekrai Nagar,Old,1,Park,Freehold,2023-12-11,122718,113,Frost Group,No,Ready to Move,6,Apartment,Sale
1,2,5,1,1105,2,2,2,1017,West,Ground,Manjari,New,1,Park,Freehold,2022-02-02,77350,70,Curry-Aguirre,No,Ready to Move,3,Row House,Sale
0,7,1,0,1712,0,3,3,1621,West,1 out of 5,Kondhwa,New,2,Main Road,Freehold,2022-10-12,154080,90,Lowe-Cervantes,No,Under Construction,8,Row House,Sale
1,0,3,0,1658,3,2,2,1610,West,Ground,Kondhwa,Old,3,Main Road,Freehold,2022-10-26,89532,54,"Stephens, Dennis and King",No,Under Construction,9,Villa,Rent
0,10,5,1,1903,3,3,3,1818,North,Ground,Bhekrai Nagar,Old,3,Garden,Freehold,2021-08-26,209330,110,Gross-Moore,No,Ready to Move,2,Villa,Rent
2,10,2,0,1722,3,2,2,1643,North,Ground,Kondhwa,New,3,Park,Leasehold,2024-03-09,173922,101,"Harmon, Haynes and Smith",No,Under Construction,3,Apartment,Rent
1,10,2,0,1332,2,1,1,1298,South,5 out of 12,Wagholi,New,3,Main Road,Freehold,2020-07-24,186480,140,Johnson-Price,No,Under Construction,2,Row House,Rent
2,9,4,2,1042,1,1,1,1011,East,Ground,Hadapsar,New,1,Garden,Freehold,2025-02-23,107326,103,Collins-Jones,Yes,Ready to Move,11,Apartment,Sale
0,1,4,1,1108,2,3,3,1013,North,5 out of 12,Viman Nagar,Old,3,Garden,Leasehold,2022-04-26,135176,122,"Spears, Martin and Lambert",No,Under Construction,12,Villa,Rent
0,8,5,1,878,1,4,4,787,South,5 out of 12,Bhekrai Nagar,Old,1,Garden,Freehold,2023-04-15,77264,88,"Klein, Gaines and Graham",Yes,Ready to Move,1,Row House,Rent
0,10,3,0,1932,2,3,3,1864,West,1 out of 5,Undri,Old,1,Park,Freehold,2025-02-13,135240,70,Cook-Miranda,Yes,Under Construction,2,Villa,Rent
1,5,3,0,1040,0,2,2,950,South,1 out of 5,Alandi,Old,2,Main Road,Leasehold,2024-08-14,68640,66,Jenkins-Washington,Yes,Ready to Move,3,Row House,Rent
0,0,4,2,1044,0,1,1,968,South,1 out of 5,Bhekrai Nagar,New,3,Main Road,Freehold,2022-01-06,134676,129,"Green, Jones and Smith",No,Ready to Move,10,Apartment,Rent
2,7,1,1,1331,2,4,4,1301,South,5 out of 12,Kondhwa,Old,3,Main Road,Leasehold,2024-06-15,175692,132,"Bowers, Vasquez and Fox",No,Ready to Move,5,Row House,Rent
2,4,4,0,543,3,1,1,455,North,2 out of 10,NIBM,Old,2,Main Road,Leasehold,2024-08-04,32580,60,"Mccarthy, Johnson and Williams",Yes,Ready to Move,4,Villa,Sale
1,4,5,1,502,1,2,2,444,West,Ground,Kharadi,New,2,Garden,Freehold,2024-07-09,55722,111,"Lynn, Rodriguez and Padilla",Yes,Ready to Move,4,Row House,Sale
2,8,2,1,1649,2,3,3,1614,South,1 out of 5,Magarpatta,Old,1,Park,Leasehold,2022-07-09,179741,109,"Norman, Taylor and Maldonado",No,Under Construction,10,Row House,Rent
0,0,4,2,974,0,1,1,944,South,5 out of 12,NIBM,Old,1,Park,Leasehold,2023-07-20,123698,127,Wilson LLC,Yes,Ready to Move,10,Apartment,Rent
2,4,1,0,1732,2,4,4,1639,West,1 out of 5,Magarpatta,New,3,Garden,Leasehold,2022-08-14,109116,63,Brown-Avila,Yes,Ready to Move,3,Apartment,Sale
0,0,2,1,1656,3,2,2,1630,South,5 out of 12,Dhomkeel,Old,2,Garden,Freehold,2021-07-26,198720,120,Reynolds-Gibson,No,Ready to Move,3,Apartment,Sale
2,0,5,2,1547,0,1,1,1453,West,1 out of 5,NIBM,Old,2,Garden,Leasehold,2021-09-14,114478,74,Yang and Sons,Yes,Ready to Move,7,Row House,Sale
0,10,5,1,1294,0,3,3,1262,South,Ground,Kharadi,New,2,Park,Freehold,2020-11-07,134576,104,Brown-Smith,Yes,Ready to Move,4,Row House,Rent
2,4,2,0,1790,0,3,3,1714,East,1 out of 5,NIBM,New,2,Garden,Freehold,2021-08-17,232700,130,"Richardson, Martinez and Clark",No,Ready to Move,3,Apartment,Rent
1,5,5,2,1872,2,3,3,1834,East,2 out of 10,Wagholi,Old,2,Garden,Leasehold,2024-04-25,138528,74,"Johnson, Alvarez and Murillo",No,Under Construction,8,Apartment,Rent
2,7,1,1,886,2,3,3,829,North,Ground,Kharadi,Old,1,Park,Freehold,2023-11-25,71766,81,Baker-Carter,Yes,Under Construction,3,Row House,Rent
1,0,4,0,700,2,3,3,652,North,1 out of 5,Bhekrai Nagar,Old,2,Park,Freehold,2021-09-25,45500,65,"Davis, King and Ross",Yes,Under Construction,1,Villa,Sale
0,7,5,2,964,3,4,4,892,South,Ground,Manjari,New,1,Main Road,Leasehold,2020-11-04,143636,149,"Kelly, Gallegos and Blair",Yes,Under Construction,6,Apartment,Rent
2,1,3,1,1370,1,3,3,1303,North,1 out of 5,Magarpatta,New,2,Park,Leasehold,2021-09-30,113710,83,Kelley PLC,No,Ready to Move,1,Villa,Sale
2,6,4,2,1475,1,2,2,1420,South,2 out of 10,Dhomkeel,Old,3,Garden,Leasehold,2024-05-11,119475,81,Sanchez PLC,Yes,Under Construction,6,Apartment,Sale
2,4,3,0,983,2,2,2,926,East,Ground,Viman Nagar,New,3,Garden,Leasehold,2023-11-10,136637,139,"Johnson, Odonnell and Roberts",Yes,Ready to Move,9,Villa,Sale
1,5,1,1,645,1,3,3,596,North,2 out of 10,Undri,New,1,Main Road,Freehold,2022-08-22,32895,51,"Cox, Delacruz and Mcconnell",No,Under Construction,1,Apartment,Rent
0,0,2,0,1748,0,1,1,1691,East,1 out of 5,Manjari,New,2,Main Road,Freehold,2022-02-07,187036,107,"Bates, Dunn and White",Yes,Under Construction,9,Villa,Rent
0,0,1,1,971,3,1,1,905,West,2 out of 10,Viman Nagar,Old,2,Garden,Freehold,2021-11-21,125259,129,Woods-Boone,No,Under Construction,7,Row House,Rent
0,3,3,0,1550,2,4,4,1471,North,5 out of 12,Hadapsar,Old,3,Main Road,Freehold,2020-05-03,116250,75,Castillo-Tran,No,Ready to Move,7,Row House,Rent
1,1,5,1,1470,1,3,3,1441,North,1 out of 5,Dhomkeel,New,3,Main Road,Leasehold,2022-07-07,97020,66,Johnson-Lewis,Yes,Ready to Move,7,Apartment,Sale
0,7,4,0,1889,0,3,3,1850,West,Ground,Manjari,Old,2,Main Road,Leasehold,2020-03-31,147342,78,Dixon LLC,Yes,Ready to Move,8,Apartment,Sale
0,3,2,1,630,0,2,2,608,North,2 out of 10,Bhekrai Nagar,New,1,Garden,Leasehold,2022-08-18,65520,104,Freeman LLC,Yes,Under Construction,4,Villa,Rent
1,2,1,0,1022,2,4,4,932,South,Ground,Dhomkeel,Old,1,Garden,Freehold,2020-01-14,111398,109,Coleman-Sanders,No,Ready to Move,4,Row House,Sale
0,10,5,1,710,2,1,1,681,East,Ground,Kharadi,Old,2,Main Road,Freehold,2023-10-25,78810,111,Edwards PLC,Yes,Ready to Move,11,Apartment,Sale
2,2,2,0,1096,3,1,1,1059,West,Ground,Wagholi,New,2,Main Road,Freehold,2023-07-30,97544,89,Davidson-Harris,Yes,Ready to Move,2,Apartment,Rent
1,10,3,1,1131,0,4,4,1051,West,1 out of 5,Dhomkeel,New,3,Park,Freehold,2023-11-17,62205,55,Payne-Alexander,No,Under Construction,2,Row House,Rent
0,10,1,0,1400,0,4,4,1354,North,Ground,Wagholi,New,1,Main Road,Freehold,2020-04-29,193200,138,Hall-Blackwell,Yes,Ready to Move,7,Row House,Sale
1,1,3,2,1391,2,2,2,1371,West,2 out of 10,Alandi,Old,2,Park,Freehold,2020-10-27,70941,51,Boyd-Fernandez,Yes,Under Construction,8,Apartment,Rent
1,5,2,0,1234,2,2,2,1213,West,5 out of 12,NIBM,Old,1,Main Road,Leasehold,2024-06-01,130804,106,"Oneill, Guerra and Smith",Yes,Under Construction,11,Row House,Sale
0,9,2,0,952,3,2,2,872,East,Ground,Kondhwa,Old,2,Park,Leasehold,2024-07-18,128520,135,Gibson-Serrano,Yes,Under Construction,3,Row House,Sale
1,5,2,0,1166,2,1,1,1129,West,2 out of 10,Kharadi,Old,2,Park,Freehold,2022-10-22,102608,88,Harris Ltd,Yes,Under Construction,7,Row House,Sale
2,2,3,2,957,1,4,4,866,North,5 out of 12,Wagholi,Old,3,Garden,Leasehold,2020-09-25,54549,57,Murray-Ortiz,Yes,Ready to Move,3,Villa,Sale
0,6,2,0,951,1,2,2,857,North,5 out of 12,Manjari,Old,2,Main Road,Freehold,2020-10-31,119826,126,Alvarez-Hale,Yes,Ready to Move,9,Villa,Sale
0,7,4,1,1753,3,2,2,1732,East,Ground,Viman Nagar,New,2,Park,Freehold,2023-08-05,163029,93,James-Munoz,No,Under Construction,7,Apartment,Rent
1,10,2,1,1613,1,1,1,1552,East,5 out of 12,Alandi,Old,3,Garden,Freehold,2025-04-06,114523,71,Jackson and Sons,No,Under Construction,7,Row House,Rent
0,8,5,0,796,0,3,3,772,South,Ground,Viman Nagar,New,2,Main Road,Freehold,2024-11-21,103480,130,"Baker, Nelson and Ward",Yes,Under Construction,11,Row House,Sale
0,1,5,2,1090,1,3,3,1009,South,1 out of 5,Alandi,New,3,Park,Leasehold,2025-02-16,95920,88,Matthews PLC,No,Ready to Move,10,Villa,Rent
1,2,2,0,1531,1,3,3,1458,West,1 out of 5,Viman Nagar,Old,3,Main Road,Leasehold,2022-09-15,140852,92,Patterson-Johnson,Yes,Ready to Move,1,Row House,Sale
1,7,4,0,1117,2,1,1,1096,West,2 out of 10,Magarpatta,Old,1,Park,Leasehold,2021-12-19,89360,80,Edwards and Sons,Yes,Ready to Move,4,Apartment,Rent
0,10,3,2,1236,1,3,3,1166,North,5 out of 12,Kondhwa,New,2,Garden,Leasehold,2023-09-16,180456,146,Mcclain-Mayer,No,Under Construction,5,Row House,Sale
2,7,1,1,759,0,4,4,662,North,1 out of 5,Hadapsar,Old,3,Park,Freehold,2023-01-15,56166,74,Conway-Valencia,No,Under Construction,10,Row House,Sale
1,8,5,0,1920,3,2,2,1895,East,1 out of 5,Wagholi,New,1,Main Road,Leasehold,2023-08-29,216960,113,Wood PLC,Yes,Under Construction,4,Apartment,Sale
1,1,4,0,1329,0,1,1,1261,West,5 out of 12,NIBM,New,1,Park,Leasehold,2022-01-17,123597,93,Keller LLC,No,Ready to Move,11,Apartment,Rent
1,2,2,1,1187,3,1,1,1157,East,1 out of 5,Bhekrai Nagar,Old,3,Garden,Leasehold,2023-12-28,102082,86,Dudley Ltd,Yes,Ready to Move,2,Villa,Rent
1,4,3,0,1595,2,4,4,1524,North,2 out of 10,NIBM,New,3,Garden,Freehold,2022-08-26,126005,79,Williams Group,Yes,Under Construction,10,Row House,Sale
1,7,1,2,1302,2,2,2,1233,East,5 out of 12,Manjari,New,2,Garden,Freehold,2023-12-19,101556,78,Hall-Campbell,Yes,Under Construction,5,Villa,Sale
1,0,5,0,1540,1,3,3,1507,West,2 out of 10,Magarpatta,Old,2,Main Road,Leasehold,2020-03-27,143220,93,"Werner, Reynolds and White",Yes,Under Construction,3,Villa,Rent
2,1,1,0,986,2,4,4,891,South,Ground,NIBM,Old,1,Park,Freehold,2024-11-10,128180,130,"Oliver, Friedman and Reyes",No,Under Construction,1,Villa,Sale
1,10,4,0,846,0,1,1,778,West,5 out of 12,Bhekrai Nagar,New,2,Garden,Freehold,2024-05-25,114210,135,Jimenez-Ryan,No,Under Construction,11,Apartment,Sale
2,6,3,1,1610,0,3,3,1551,North,2 out of 10,NIBM,Old,2,Main Road,Freehold,2021-05-12,141680,88,Hull-Gordon,Yes,Under Construction,12,Row House,Sale
2,4,1,1,1646,3,4,4,1549,West,1 out of 5,Manjari,New,3,Garden,Freehold,2021-08-08,131680,80,Bell Group,No,Ready to Move,5,Row House,Rent
0,9,1,0,1349,0,1,1,1296,North,1 out of 5,Hadapsar,New,3,Park,Leasehold,2024-03-26,196954,146,"Kelly, Smith and Myers",No,Ready to Move,5,Villa,Sale
0,10,3,2,559,2,4,4,514,North,5 out of 12,Magarpatta,New,3,Park,Freehold,2024-08-20,37453,67,"Kelley, Alexander and Watkins",No,Under Construction,9,Apartment,Sale
2,9,4,2,711,0,4,4,635,South,1 out of 5,Manjari,Old,2,Main Road,Freehold,2022-03-06,88164,124,Oconnell PLC,No,Under Construction,5,Villa,Sale
0,7,1,2,983,0,3,3,948,South,Ground,Bhekrai Nagar,Old,2,Garden,Leasehold,2024-06-19,63895,65,Fowler-Newman,Yes,Ready to Move,10,Apartment,Sale
2,3,2,1,1411,3,3,3,1388,North,Ground,Bhekrai Nagar,New,1,Park,Leasehold,2021-06-03,134045,95,"Velasquez, Jones and Martin",Yes,Ready to Move,8,Row House,Rent
1,10,5,0,809,0,3,3,744,East,2 out of 10,Bhekrai Nagar,New,1,Main Road,Freehold,2021-07-11,83327,103,Adams LLC,Yes,Under Construction,1,Apartment,Rent
1,1,5,2,468,2,1,1,383,West,1 out of 5,Bhekrai Nagar,New,3,Park,Freehold,2022-12-12,29952,64,James-Murray,Yes,Ready to Move,7,Apartment,Sale
0,9,2,2,483,0,1,1,388,East,2 out of 10,NIBM,New,3,Garden,Leasehold,2023-03-19,66171,137,"Evans, Adams and Mata",Yes,Ready to Move,1,Apartment,Sale
0,0,3,1,1928,2,2,2,1880,North,2 out of 10,Bhekrai Nagar,Old,1,Park,Freehold,2024-08-22,248712,129,Carson-Johnston,No,Ready to Move,9,Row House,Sale
2,6,1,2,1142,2,3,3,1116,East,5 out of 12,Bhekrai Nagar,Old,1,Park,Freehold,2024-09-24,151886,133,Ford-Ortega,Yes,Under Construction,1,Villa,Rent
1,4,2,2,1401,0,2,2,1345,North,2 out of 10,Bhekrai Nagar,New,2,Garden,Freehold,2023-05-04,91065,65,Waters-Garcia,Yes,Under Construction,2,Villa,Sale
2,7,3,1,1377,3,4,4,1308,West,Ground,Magarpatta,New,3,Garden,Freehold,2024-11-21,126684,92,Fleming-Franklin,No,Ready to Move,6,Villa,Rent
1,10,4,1,1234,3,2,2,1195,North,Ground,Bhekrai Nagar,New,2,Main Road,Freehold,2023-09-05,119698,97,Flores-Christensen,Yes,Ready to Move,5,Villa,Rent
2,10,4,0,1927,0,1,1,1871,East,Ground,Wagholi,New,3,Garden,Freehold,2022-05-25,148379,77,Jones-Garcia,No,Ready to Move,10,Villa,Sale
2,0,4,2,715,0,4,4,677,West,Ground,Manjari,New,2,Park,Leasehold,2022-05-21,55055,77,"Carter, Randall and Stephenson",No,Under Construction,12,Apartment,Rent
0,3,3,1,1821,1,2,2,1749,North,5 out of 12,Dhomkeel,New,3,Park,Freehold,2024-07-19,118365,65,"Williams, Williams and Sims",Yes,Ready to Move,12,Row House,Rent
0,3,1,1,823,2,3,3,744,South,5 out of 12,Wagholi,New,3,Main Road,Freehold,2024-09-03,86415,105,"Byrd, Harris and Alexander",Yes,Under Construction,6,Villa,Rent
1,6,2,0,1505,3,2,2,1455,East,1 out of 5,Undri,New,2,Main Road,Leasehold,2024-12-03,94815,63,Hernandez and Sons,No,Ready to Move,3,Row House,Rent
1,2,1,2,1148,1,2,2,1127,East,5 out of 12,Kondhwa,Old,1,Park,Leasehold,2023-06-23,146944,128,Martin PLC,Yes,Ready to Move,10,Row House,Rent
2,6,3,0,777,2,2,2,701,North,Ground,Undri,Old,1,Garden,Leasehold,2023-09-19,66822,86,"Michael, Brown and Jones",Yes,Ready to Move,3,Apartment,Sale
2,8,3,0,1460,2,1,1,1417,West,5 out of 12,Alandi,New,1,Main Road,Leasehold,2022-01-22,159140,109,Parker Group,No,Under Construction,1,Row House,Rent
0,10,3,1,1018,3,3,3,927,West,5 out of 12,Manjari,New,1,Main Road,Freehold,2021-06-13,103836,102,Harris Inc,Yes,Under Construction,6,Villa,Sale
0,6,5,1,1243,1,1,1,1153,West,Ground,Kharadi,Old,2,Garden,Leasehold,2023-06-28,180235,145,Williams-Gomez,No,Ready to Move,3,Villa,Sale
2,3,5,0,1529,2,4,4,1448,West,2 out of 10,Kharadi,New,1,Garden,Leasehold,2024-05-12,220176,144,Brown PLC,No,Ready to Move,12,Apartment,Rent
0,0,1,1,1181,2,2,2,1113,West,Ground,Hadapsar,New,2,Park,Leasehold,2022-03-22,153530,130,"Harvey, Woods and Rivers",No,Ready to Move,10,Row House,Sale
2,3,2,1,1330,2,3,3,1297,South,Ground,Kharadi,Old,2,Garden,Freehold,2022-08-09,188860,142,"Jefferson, Galloway and Bennett",No,Under Construction,8,Villa,Sale
1,3,2,2,1872,2,1,1,1785,South,5 out of 12,Undri,Old,3,Main Road,Freehold,2021-08-22,159120,85,Smith and Sons,Yes,Ready to Move,9,Row House,Rent
0,4,3,0,910,1,3,3,879,South,Ground,Kondhwa,New,3,Garden,Leasehold,2020-08-13,88270,97,"Bell, Anderson and Brown",Yes,Under Construction,9,Villa,Rent
2,7,2,2,1684,1,1,1,1593,East,5 out of 12,Dhomkeel,Old,2,Main Road,Freehold,2022-03-13,84200,50,Cervantes LLC,No,Under Construction,3,Row House,Rent
1,4,4,0,852,0,4,4,831,South,Ground,Magarpatta,New,3,Park,Leasehold,2021-12-12,42600,50,"Smith, Edwards and Fisher",No,Ready to Move,9,Villa,Rent
1,7,3,2,1521,3,1,1,1482,South,5 out of 12,Viman Nagar,New,1,Park,Leasehold,2021-08-10,190125,125,Rivers LLC,No,Under Construction,5,Villa,Rent
1,0,1,1,1379,3,1,1,1291,West,2 out of 10,Viman Nagar,New,1,Main Road,Leasehold,2023-05-23,84119,61,Summers Ltd,Yes,Ready to Move,10,Apartment,Sale
2,6,1,0,680,0,2,2,656,North,2 out of 10,Dhomkeel,Old,3,Park,Leasehold,2021-12-09,57120,84,Anderson-Roberts,Yes,Under Construction,10,Apartment,Sale
1,1,1,2,1174,1,1,1,1122,East,2 out of 10,Kondhwa,Old,3,Main Road,Freehold,2022-02-24,111530,95,Wood Inc,No,Ready to Move,7,Villa,Sale
1,1,3,0,1408,1,4,4,1366,West,2 out of 10,Dhomkeel,Old,3,Park,Freehold,2024-04-26,194304,138,Schroeder Ltd,Yes,Ready to Move,9,Villa,Rent
2,8,4,0,587,1,2,2,531,West,2 out of 10,Magarpatta,New,3,Park,Leasehold,2020-11-13,81006,138,"Bennett, Keller and Brewer",Yes,Ready to Move,8,Villa,Sale
0,10,4,2,751,2,2,2,688,East,5 out of 12,Kondhwa,Old,3,Garden,Leasehold,2023-02-09,43558,58,"Johnson, Lowery and Terry",Yes,Under Construction,5,Row House,Rent
2,1,3,1,1370,2,1,1,1302,South,1 out of 5,Hadapsar,Old,3,Garden,Freehold,2023-03-18,187690,137,"Cruz, Brooks and Huff",No,Under Construction,10,Row House,Rent
2,4,3,2,712,2,3,3,688,North,2 out of 10,Dhomkeel,Old,1,Main Road,Leasehold,2023-06-20,86152,121,Miller-Cruz,Yes,Ready to Move,12,Row House,Sale
0,6,3,2,545,1,4,4,501,North,5 out of 12,Wagholi,Old,3,Main Road,Leasehold,2022-01-10,41965,77,Pittman-Hart,No,Ready to Move,3,Row House,Sale
0,1,5,0,1640,1,4,4,1605,South,2 out of 10,Undri,New,2,Garden,Freehold,2022-07-26,136120,83,Watson Inc,No,Under Construction,12,Apartment,Sale
0,10,3,0,1593,1,2,2,1558,North,1 out of 5,Magarpatta,Old,2,Garden,Freehold,2024-03-09,230985,145,Morris and Sons,No,Under Construction,10,Villa,Sale
2,8,2,0,1235,1,3,3,1139,East,2 out of 10,Alandi,New,1,Park,Freehold,2024-03-28,154375,125,"Marshall, Harrison and Garcia",No,Ready to Move,10,Apartment,Sale
0,1,1,1,1155,0,1,1,1096,North,5 out of 12,Kondhwa,Old,3,Garden,Leasehold,2023-02-15,124740,108,"Wright, Byrd and Hutchinson",Yes,Ready to Move,9,Villa,Rent
2,10,3,2,1167,1,1,1,1133,West,5 out of 12,Magarpatta,Old,1,Main Road,Freehold,2023-12-22,163380,140,"Rodriguez, Bartlett and Foster",Yes,Ready to Move,6,Row House,Sale
1,0,1,0,1012,3,4,4,958,North,2 out of 10,Kharadi,Old,1,Garden,Freehold,2022-06-20,140668,139,Nunez-Ramirez,No,Under Construction,6,Apartment,Sale
2,8,4,1,608,2,3,3,516,North,2 out of 10,Viman Nagar,Old,2,Park,Freehold,2021-03-20,72960,120,"Cooke, Ward and Martin",Yes,Ready to Move,11,Villa,Rent
0,5,1,2,1889,3,2,2,1816,North,1 out of 5,Hadapsar,Old,2,Park,Leasehold,2024-07-12,134119,71,Roth LLC,No,Ready to Move,11,Villa,Rent
1,8,1,1,1131,2,4,4,1111,South,Ground,Magarpatta,New,2,Main Road,Freehold,2020-03-18,127803,113,"Ward, Coleman and Robinson",No,Ready to Move,9,Villa,Sale
0,0,3,1,885,0,3,3,786,North,5 out of 12,Wagholi,Old,3,Garden,Leasehold,2025-01-10,45135,51,Williams and Sons,No,Under Construction,7,Row House,Sale
2,4,5,1,845,3,4,4,781,East,5 out of 12,Dhomkeel,New,1,Garden,Freehold,2023-02-16,56615,67,Jenkins-Jimenez,Yes,Ready to Move,7,Villa,Sale
0,6,2,1,574,3,2,2,499,North,1 out of 5,Manjari,New,1,Park,Freehold,2023-03-10,47642,83,"Snyder, Knapp and Cox",Yes,Ready to Move,3,Apartment,Rent
0,3,3,0,1184,1,3,3,1100,South,1 out of 5,Viman Nagar,Old,1,Main Road,Leasehold,2020-11-30,61568,52,Vega and Sons,Yes,Under Construction,6,Villa,Sale
0,9,1,1,1272,2,2,2,1226,West,2 out of 10,Hadapsar,New,2,Garden,Freehold,2024-12-12,87768,69,Harrell Group,No,Under Construction,5,Apartment,Rent
2,7,4,0,746,2,2,2,694,North,5 out of 12,Manjari,New,1,Garden,Freehold,2020-09-13,37300,50,Mccullough Inc,Yes,Under Construction,10,Villa,Rent
0,4,5,1,885,0,3,3,838,North,2 out of 10,Bhekrai Nagar,New,3,Garden,Freehold,2023-07-11,76995,87,Davis PLC,No,Under Construction,7,Apartment,Rent
2,8,4,2,1204,3,3,3,1129,East,2 out of 10,Manjari,Old,3,Main Road,Leasehold,2023-01-19,110768,92,Newman-Burch,No,Ready to Move,9,Apartment,Rent
2,10,4,0,1159,0,1,1,1128,North,1 out of 5,Kondhwa,New,2,Park,Leasehold,2021-05-27,140239,121,"Hutchinson, Fisher and Richardson",No,Ready to Move,5,Row House,Sale
2,3,5,0,732,2,3,3,705,West,5 out of 12,Kharadi,New,2,Main Road,Leasehold,2021-04-07,97356,133,"Turner, Johnson and Miller",Yes,Ready to Move,8,Row House,Rent
1,10,4,2,785,1,1,1,763,East,5 out of 12,Kharadi,New,3,Park,Leasehold,2021-04-08,88705,113,"Escobar, Roberts and Rodriguez",No,Under Construction,11,Villa,Rent
1,0,3,2,1000,2,1,1,947,East,Ground,Kharadi,Old,3,Park,Leasehold,2024-04-13,88000,88,"Benton, Carter and Lucero",Yes,Ready to Move,4,Row House,Sale
1,6,3,0,1037,0,3,3,966,North,2 out of 10,Undri,New,3,Main Road,Freehold,2021-04-02,90219,87,Copeland Inc,Yes,Under Construction,12,Villa,Sale
2,9,5,0,1296,0,1,1,1263,West,1 out of 5,Kharadi,Old,3,Main Road,Freehold,2025-04-02,104976,81,Miller-Lopez,Yes,Under Construction,6,Apartment,Rent
1,8,2,2,1894,0,4,4,1841,East,2 out of 10,Bhekrai Nagar,Old,2,Park,Freehold,2020-01-06,162884,86,"Ramirez, Whitaker and Conway",Yes,Ready to Move,9,Villa,Rent
2,1,5,1,1513,0,2,2,1465,South,2 out of 10,Magarpatta,Old,2,Main Road,Leasehold,2025-01-08,124066,82,Baker PLC,Yes,Under Construction,6,Apartment,Sale
0,8,5,1,477,1,2,2,442,East,5 out of 12,Hadapsar,New,1,Park,Leasehold,2022-01-04,67734,142,Jenkins Group,Yes,Under Construction,3,Row House,Rent
0,5,5,1,1265,0,1,1,1184,West,5 out of 12,Undri,Old,1,Main Road,Freehold,2020-05-06,122705,97,Weber-Williams,No,Under Construction,7,Row House,Sale
2,2,5,1,1198,1,2,2,1121,South,Ground,Alandi,New,1,Main Road,Freehold,2023-10-26,97038,81,Castillo and Sons,Yes,Under Construction,10,Row House,Rent
1,0,1,1,1733,0,3,3,1647,North,1 out of 5,Dhomkeel,Old,2,Garden,Freehold,2021-09-11,251285,145,"Davis, Flowers and Anderson",No,Under Construction,11,Row House,Rent
1,1,5,0,1559,1,2,2,1485,South,Ground,Viman Nagar,Old,2,Park,Leasehold,2021-09-26,113807,73,Cook-Sweeney,No,Ready to Move,12,Villa,Sale
1,4,4,2,1810,0,2,2,1779,North,5 out of 12,NIBM,Old,1,Main Road,Leasehold,2025-01-06,257020,142,Burnett Ltd,No,Ready to Move,3,Apartment,Rent
2,6,1,2,1490,0,2,2,1421,North,2 out of 10,Kharadi,New,3,Main Road,Freehold,2021-03-22,166880,112,"Wright, Anderson and Jackson",Yes,Ready to Move,11,Row House,Sale
1,0,1,0,1368,2,3,3,1338,North,1 out of 5,Kondhwa,Old,3,Main Road,Freehold,2025-03-26,146376,107,Smith and Sons,No,Ready to Move,5,Villa,Rent
2,8,3,0,1941,2,2,2,1916,East,5 out of 12,Viman Nagar,Old,1,Main Road,Freehold,2023-11-23,236802,122,Webster-Miller,Yes,Under Construction,9,Villa,Sale
